func_args;signature;origin
WithdrawBalance(address,uint256,bool);\x283be3d2caeb640584fcb6b7b6dd91e458646ed262958aa100e825fd2a78a69f;10
ContinueDistribution(bool);\xce226a0ccd0f208161e49b53292e8817822bf96b76d4fda960140b7f2274d962;10
WindingUpStarted(uint256);\xf3c1443a3c14ac0c492fb5b4c9b4d1d001510e614fa1ada0ac3bdf7e08008229;10
StartTrading();\xbf6a1c0d2669c1534a4b018edab32445ffb4f4e914517f62fb885949552d7e34;10
NewRepo(bytes32,string,address);\x526d4ccf8c3d7b6f0b6d4cc0de526d515c87d1ea3bd264ace0b5c2e70d1b2208;10
NewAppProxy(address);\xe28f1412cafe58e22073759128eddcccfd9c1e3326665df874bdaf26077231a9;10
TokenBuyRequest(address,string,uint256,uint256,uint256);\x035dcfe54e04ccac43ae8eb8ba0b86c6fd5029740e0c25444fa2f69aa6a40149;10
TokenSellRequest(address,string,uint256,uint256,uint256);\x12482d8a2b4da78838a3de5823d0832dcf57c275d2adaedd323e861a3dd14604;10
RequestCancelled(uint256);\xee243f878b7fc2f54e934ca33783d4395d42bc07612e2bd4b8e0e178639f7a28;10
RequestProcessed(uint256);\xbd1d617fa2a013ac57f8b20377694ff2d048f52aad9e1ea4127164dc5c1a065a;10
RequestFailed(uint256);\x65ddcfbc1e8d1d29d48535a33f22cf7b4ffa4ff3b0f4bc9ed1dca3d9324843b7;10
LogRequestArbitration(bytes32,uint256,address,uint256);\xdf8a830581aa05b0b824a0c184007c33a1ad9100a41751c9ded9f2b4fefb16ba;10
LogSetQuestionFee(uint256);\x173ec7037500587e8ac3402cac8426c5c2bac605eabd93f790422e621633d711;10
LogSetDisputeFee(uint256);\xbc1292d8ca346c1397b1176ce2935afd34c4365fece415b14e3a9242eae388f5;10
LogSetCustomDisputeFee(bytes32,uint256);\xe4887440991624b147d2129ab0befa8c1df4cff87b22513c8eea7cb16ed2aaf2;10
DoRollEvent(address,uint256,uint256,bool,bool,bool,bool,uint256,uint256,uint256);\x33d14097c5c56fc234ff3f88b3607fda32fb6721bf4b87e7470bbbb68e1411a1;10
PrepareRollEvent(address,uint256,uint256,uint256);\x44e780b7b91c7615c68095578f5968dbecab37bc7ec022cb832f804fe522514d;10
ContractDisabled(uint256);\xfac5fbc7faae66bf8d41f8ddc5a3c1f29ad4e2ff479e21ea004eeb5162b11c8d;10
Raised(uint256);\xe9d70de532a802234faecfefff413d0f23be341dc7100135c98c39accc97ec09;10
PayInterest(address,uint256);\xe3987e0dbdbf4e59549b9a515a30f3b915efabc9a33f465a6da4db771831efaf;10
FreezeForOwner(address,uint256,uint256);\xac9167f433f5e47fbe8c8fb53cb2a94ad3b606a1325351fcdffc02371a459f25;10
SaleStart();\x37a5fbabcf8ec2568b64d5cc02b744a41b8e37bf7456c0aea4968051caf0ab12;10
SaleClosedSuccess(uint256);\xfc57250c908d982ef206b292fc9e8a39030ed3ef64a10cf43794e897e9f23298;10
SaleClosedFail(uint256);\xc057a1c89df5ba8bb666c7c31c6a790c92fd86af616ecb7f80f4ed03fe32c5b1;10
SHARE_TRANSFER(address,address,uint256);\x983460455a704de2b7c0a3aa0224496f578aa9226c81799190ad468ba03fa9ce;10
INCOME(uint256);\x340d7466e722c08973f52ac86a4c000d4f6c19b64417a453dd19e14c22839a15;10
PRICE_SET(address,uint256,uint256,uint256);\x83ad795fd4878097869f887c81d26e2679538582c005f3f5c887cb3a4c6f93e3;10
WITHDRAWAL(address,uint256);\x4e03afc455089609953ae3473818d6eb2bacfa74db3a37652aedb667304af3ef;10
SELL_HOLDS(address,address,uint256,uint256);\x651744d5204c9af244d95924618709bd2f817ce34717a93fb66fda030f32cf80;10
SEND_HOLDS(address,address,uint256);\x406f762a95cdd6be5d64ff06454bcc82e34fbcb0d96f2a05f838628ac40d4590;10
DonationAccepted(address,uint256);\x5d7b332009e5ea66f8cd6b2238038a62b1614c1a9df2ea82cb185ba7db1e047a;10
BulkTransfer(address,uint256);\x21f0d47b1fb5dbc8be145db4deb26c6217476813ca3bc738a0a3d83132546963;10
Frozen(address);\x8a5c4736a33c7b7f29a2c34ea9ff9608afc5718d56f6fd6dcbd2d3711a1a4913;10
Unfrozen(address);\x4feb53e305297ab8fb8f3420c95ea04737addc254a7270d8fc4605d2b9c61dba;10
EtherRecovered(address,uint256);\x8e274e42262a7f013b700b35c2b4629ccce1702f8fe83f8dfb7eacbb26a4382c;10
TransferWithData(address,address,uint256,bytes32);\x75c9e114f073c346aac7d1d7e9a3c3c14edabcdd27de07d1d9e425f45d318c5e;10
UserStake(address,address,uint256);\x3e11a7cacbb7ece302eb29576a224b92ab22a9b581a2c69db73bc14510c3e0c3;10
UserRecoupStake(address,address,uint256);\xf9960ed1fd0443d41200aefcda41da43b6baace553c725c59ea0938f0f07b7b8;10
debugBytes32(bytes32);\x3c4c8f7f5dc9012576b23f9c27763e248062186dd819d126cd71781c94fa86ce;10
debugBytes(bytes);\xd4debc7d1c4a0d877084d66f19ea376488927ba00c7f11fa3194da1df525dde0;10
debugString(string);\xb6d929cf1fe5fa86cd77b7dd8b4eff68efd24e69c6e0e8618a2ee1c6e64a4b82;10
debugAddress(address);\x21a484c4857160baa6506f7f45947f51fdcb98f63c8267dbcba736def6cc888d;10
DividendsTransferred(address,uint256);\x8ddeb638de3b1489c766558c825aea2d5874da3b5a703945761c21ea693e94de;10
DividendsAdded(uint256);\xb7ad0cc9576440a7da2040d3922af14655c78631d2b5e0e0c9874225e60df604;10
Value(uint256);\x2a27502c345a4cd966daa061d5537f54cd60d2d20b73680b3bf195c91e806a4b;10
NewHWCRegister(address,string,string);\x2d91abc4ba64f60d7b7a6c497bb1a070c306bd4cd0c2ed9146d00075831078a0;10
NewAccount(address,uint256,uint256,uint256);\x2fff0d27dd7ab0a7865c1ef4ae2e6915896f3fd49138989381c77bc4d00615d5;10
NewForecast(address,uint256,uint256,uint256,uint256);\x260cfd98bba0f2c02b05ab8ff4201ee286af2e29d22e22512e738c3ef8a8e019;10
GameChanged(uint256,uint64,uint8,uint8,uint256,uint256,bool,uint256,uint256);\xb3f47dce4b443294ae64c42e1335d2ff25b9c0d8cc03b7133ee3b1de50d9afb1;10
CallExecuted(address,uint256,uint256,uint256,bool);\x4538b7ec91dae8fada01e66a052482086d3e690c3db5a80457fbcd55457b4ae1;10
CallAborted(address,bytes32);\xdcb278834ca505ad219cf8e4b5d11f026080abef6ec68e249ea5e4d9bb3dc7b2;10
Cancelled(address);\x398bd6b21ae4164ec322fb0eb8c2eb6277f36fd41903fbbed594dfe125591281;10
LotteryRoundStarted(bytes32,bytes32,uint256,string);\xe0df53b9784676e1b879e06a00ccf058cae841a076213af4060b9951b20bbe01;10
LotteryRoundDraw(address,bytes4);\xd3ebf454e78fe007cc3a3b4cc3a453e32fa124cfcc573e4b60f0c94fd2f0428e;10
LotteryRoundCompleted(bytes32,uint8,bytes4,uint256);\xbdec5cceedfa16447f568590f26330080da275219b1b3202ba49d688b05115d2;10
LotteryRoundWinner(address,bytes4);\x345d116f453f37af02368f0e2ecffe16a2ae3f99b089f4c00355c1dfd36c6263;10
ChangedInvestorBlacklisting(address,bool);\x28e9581b392023f172306b3c7c6f9842634617637cf4cdc860b0109a1d968555;10
ChangedInvestmentConfirmation(uint256,address,bool);\xea26b7da6891fba334ef37288db835cbaefdc76ad5a1b5b071412812bae02dc9;10
NovaCoinTransfer(address,uint256);\xd4c0cbce2b449f66b2570c4b86236abe968250903d5b55a5fbbb5cb2053f74c5;10
DepositProcessed(address,uint256);\x85a190caa61692b36b63a55e069330d18ab9af179fed7a25c16a4262bc63b7d2;10
BlindAuctionStarted(uint256,uint256,uint256,address,uint256);\xf3e749525071a9dfc4e81fb08614e02f5f393d5332f68f9c1043436e032c0ec8;10
BlindBidPlaced(uint256,address,uint256);\x563db9c844cc1b29357e44d3842f5dec93b439c1e068a334a225859557b0b123;10
BlindBidsRevealed(uint256,address,uint256);\x6ea48aa0a8a7ec302351266ce117f665f8e9735e9a044fec1028328eafc8ba1d;10
BlindAuctionClosed(uint256,uint256,uint256,address,uint256);\x73d6948979048ee7c7ea3863c545744d3fc69ef0681cd8a37cae810023419e0d;10
SendIn(address);\x320b8c12aaaf3974dad3b3cae957899aaef054513a6e3730b77eea2fc7ff496b;10
LogWinner(address);\x2b8fdd0753eac95da2a5a70e05771f27eb51032385a9c0bbfd6efe48b2271f57;10
LogState(uint256,address);\x9f30ec1d7d93f0a80174a852fec2f8bab6f303b72f018eb3068f9ec50163f9c2;10
BountyStatus(string,uint256,address,uint256);\x23babfd039d586b6caf3dc1e2a2877007b714e2e0b4e6ace096cb2db62527c40;10
RewardStatus(string,uint256,address,uint256);\xb57b05cd907162c8a48d0e2cfe044234b9cf1e00620758f8ad57bccccd17bfba;10
ErrorStatus(string,uint256,address,uint256);\x77e43a2d9e88e9eadde1ed0177f3a4a44c209ff0f355c9704ca407d1809fdf01;10
NewTicket(address,bool);\x23de19158786940de5dda06fd0b7b6cb38f4a275de8e5aa97841291762e9892c;10
LottoComplete(address,uint256,uint256);\xdc5dff36369474a27c3e9316fd6e5682d3eed3a3c023aa2a2ebcb553c954d387;10
SetDurationOfLock(address);\x0396975844671389fa17a3a7695b8bd9f31c23d3d058f0706b1b75319dfd7442;10
ApproveMintTokens(address,uint256);\xf409fb63c43f80749c0457905d6ca20dea860144ecf394abef251fbc6dd4eb51;10
WithdrawMintTokens(address,uint256);\xb6eefe5d57aeb45d2fb03cb184c9808f5694f3201515c33e5c40ab637af4352c;10
MintTokens(address,uint256);\x7b47457f3af09e5f794b020fd74160963a808f5985883496a096d403d380c343;10
MintFinished(address);\x39b5ca6d4234a87b875f701a848e24d718e9f824d12099eec3c01762383b04ee;10
SetTransferable(address,bool);\x166d463a272e44b1c12f674f66ba19df53561af84c4a617a0011e78db3d5c221;10
SetmessiDevAddress(address,address);\x0ef6caa0b9116b2d1ed607e587abaee9f4327d7f976ffdd216d574acfbd38417;10
SetmessiCommunityAddress(address,address);\x8516dacc9802d457f8c048d6e13f9927f8acb6300f90e09f664f192b91ae67b3;10
DisableSetTransferable(address,bool);\xa587cd36fc5173263bcfc28c8fa5b785fb89e0c74ac952d6a3554aa83b501214;10
NewWord(uint256,string,uint256);\x2841f19211ca3d807584ac84ce2b3237946ff054899e23508198803234787833;10
Confirmed(address,address);\xe6e1c12204e969623af0187721b9bc96d35b0f7b0d41c6c61e8137869ba4a8f4;10
Revoked(address,address);\xc336937d058cc0fc95b7491390ffcf122da8cf400512d9714a76f644aa8955b7;10
CupCake(address,uint256);\x2f2f3a52e7330f553ce89e06a53a649bba3e5732742cdce4c5510e9359a7b8be;10
Looser(address,uint256);\xb2e01f656d1ad4c1ba0b393388f02baca9d0e454ce5571251d77909926f42d98;10
WantsToPurchase(address,uint256,uint256,bool);\xdd26f741705a89a641bf9670936db6583982b27ad123d2e52c16f52501e64314;10
WantsToDistribute(uint256,uint256,uint256);\x3f7864b7bc27f2de9f770ccf00e4ea0e837cac810bb68aa3594a51b10429bf00;10
NearingHardCap(uint256,uint256);\x37230adc97de8473c3f7d8283beb37b23ba4f1237f08f8190a62b04e45218b70;10
ReachedHardCap(uint256);\x2097ed8c6ffdfed9e01ab18c5682eca607d3f4e1657d4abf32a51ea341782c69;10
DistributeDone(uint256);\x29c357a5c8d0a88d3bec7f98eadbf69c499098b797af76665f424431f4dbf0e1;10
UnlockDone(uint256);\x8ff60121e125de231c0bb884ed024f7856a0f449ddf13407fb10cb2e898bf723;10
GroupCreated(uint256,uint256,uint256,uint256,uint256,uint256,uint256,uint256,uint256);\xf55f1cf7e4dfe1113db63c45004a2b2d2e9012165ac04d2ddc433f222c607f6c;10
AddToGroup(address,uint256);\xf9951fbb46b09e4116221a0fdbd49ff3f8ec4ee8e893e45327e063235ad07183;10
ChangedAllowedToSell(bool);\xda0039ce772894d9583691f1bd1f506278cbf8a839506b1bebf753f5e22189c1;10
ChangedAllowedToPurchase(bool);\xaacaf402900fc42a1b9c12f73a8e872a8126b1559c6cc680d43e9c5e4053c366;10
ChangedTransferLock(bool);\x7772b54b7aa3898aee10d476009b352b8b0542eaa2563ebd6a12d50d0edfacde;10
SetSellPrice(uint256);\x4f8fd36d4a96a6788f79219d2123cd26eca1eab40a43278fab6b1dca64f883cf;10
SplitTokens(uint256);\x6a0cbf661415ac24cfaea90dbf4fae5d3703137e3485e88a13cfe9185f92599d;10
ReverseSplitTokens(uint256);\x1afc86747505c69f93f46f26c62142852a43ea602933d866238d2f16b3e24bd6;10
ReputationUpdated(string,uint256,uint256,string,string,address);\x45e7e14baa2c457dd6ffd0c1fb677bfb9b2afdc5b6f8e8628fa6cbba7bfa4a99;10
Distribution(address,address,address,uint256,uint64);\x77cbc1263ce3589cffa12699a0fcc8c3ee72c04a3a35055a02a43d376928007f;10
LowerSupply(address,uint256);\xdd6f00e8a9452d1d47becb3beca914f79b034a152cc9bf2822355e16158fcea3;10
IncreaseSupply(address,uint256);\x430080bcaaf4832a6fedf62b6ce7849b50c273246fdc69a13ce54e9772008f1c;10
ChangedOwner(address,address);\x2748503f8f31d8071821d1d5144384ba6a465036cda17fa1629a8a2509ccee0e;10
ChangeOwnerTo(address);\xbc48fdaddfcfb54d36a0ac4d7e52f46cdf854784b9c0978d385a35e8383262d4;10
Kyc(address,bool);\x86df4d319dc8c05e5ca005438b3e8a4521a6ddfa127e5cfd589d8c3ead3935bc;10
betPayout(address,uint256);\x325741c2c5ea17ea8829fb19547120786d784369cacb62dce5bad13aed3df6e5;10
betPayoutToken(address,uint256);\x636445730b1bbf400b84597c178e4bd11b72e774f51f9f3c524e51ad8f88a2aa;10
dealtCards(address,bytes32,uint256,uint256,uint256,uint256);\xa3afae828658e1e58da778b78eeab7f29d71765dbd93a09381b6bcad486866e5;10
currentOrcID(bytes32);\x8415f67b82459151888994d7f123752ba9004f85aa373a5d717ae79a063c3faf;10
DEBUG_betSplit(uint256,uint256,uint256);\xb82d4524d34e03b0c1b0d83049ea84e18809aab1d6b3274cbb96d1617e45c3fd;10
DEBUG_str(string);\x6e4a8547a0f2d6541a77a459eff545d4777c23401787089993b1780e7ab979a0;10
DEBUG_invalidOp(string);\x2d87ca16d2144455fdef8d732076c6b53dd19f13213053baa70f756b26b1b535;10
DEBUG_addr(address);\x72f3338f0d3685d791a92a87a4c00555bd460fbf34e2363e97209e7b91165714;10
DEBUG_byte(bytes32);\xc4143cf0b9b5fe5194ad7431f53329c6b26beccda13d2001415e3f6a2c4202f0;10
DEBUG_uint(uint256);\x82bcc51ff5ab20f2066b1b697b902d2ee2549348c8f58f85b996a7fcce09b613;10
LogVote(bytes32,bool,address);\xeb3a867b467e630c12caf01d32577347ecb68512af195c6131bddc4552435838;10
ChangeTokenName(string,string);\x2c586a8161695058b918f15f079ee9cf05427ae067f6ede6ddda358cd6c8c3d2;10
ChangeFees(uint8,uint8);\xbf52b1dbad846626c5bc6f7fb4a6d6b00dd36755a3351d2180ba901d7acf7433;10
DelegatedFromSet(address);\xbfe4d7336d09daa34377f281e09a6cb0ef6312e715b86532ad83969bc22be5f3;10
DelegateToNewContract(address);\x376b7ed8bfb3c86aceee48f830ab5c007b4aa3ea522fb8784caeb5e33d535b4f;10
UpdateDocument(string);\xaee6f4938dc53e61e10f4a7b199ab8471e8e11daed6fe8f8cb5cb400918b1a99;10
SetRegistry(address);\x278c70ced5f3e0e5eeb385b5ff9cb735748ba00a625147e66065ed48fc1562cd;10
TakeEth(address,uint256);\xcd18c1683fcd49ac98a87d5fd5a82c5f375b4061b05f491883e0edc785b694d1;10
PreSaleRefund(address,uint256);\x31e78ae1ccbef1c33623189ddbe3d4b7808b67de67a6abf8f47346cb404e27a5;10
AllocatenonCSTokens(address,uint256);\xd8cec0f284d7a9985c6aaebc3ef48db7efb3c7ffbb75e7753c715123b444c726;10
PurchasedTokens(address,uint256);\xf9c447a9cff6748e98623cddf46579164dc4c2af6253de5278893e8659277364;10
ShowPurchased(uint256,address,address,uint256,uint256);\xbd7280831c548e22cb503451022e466b6397fa1d95a320dffe5b25932fd3f66c;10
SpankBankCreated(uint256,uint256,address,uint256,string,uint8,string);\xba1ce6db8884d27cbb3d0fdd8350de432de2f29d88b06d43fded901a8689ecb5;10
StakeEvent(address,uint256,uint256,uint256,uint256,address,address);\x8bda6dd6519655ab1bc075f9bd7d863a6d6fef354ddae3a4b02bfe4053ce084b;10
SendFeesEvent(address,uint256);\xb5383de6f0fbf1c75d39afec1fe1233f6e425ba9b742882b1da821e0706d84ec;10
MintBootyEvent(uint256,uint256);\xdd72482b0b62344dba1c62defa4d0b9a8c3b0c228fdc759fa19f50bb4768bf9a;10
CheckInEvent(address,uint256,uint256,uint256);\xede66e503b72a02fe9af902146849d461fea9c7f6a20951d793a6e8435fbab88;10
ClaimBootyEvent(address,uint256,uint256);\x2fd6ff0d6667e656647d29c2382be0055e33f9d93855304f719c417aee485150;10
WithdrawStakeEvent(address,uint256);\x6aacd1e4534b984215f3230eb74caaf79156b03a979f3d6cb564fe17a2f8490f;10
SplitStakeEvent(address,address,address,address,uint256);\x89f2292821f8c2270b88e93369feebc88dacba2a337f3fa7cd3a852e7af1a0d5;10
VoteToCloseEvent(address,uint256);\x959f8a1dbf04c81ed0f0e69045e99d3fec4b61c08bb829b5a540450a580fcc96;10
UpdateDelegateKeyEvent(address,address);\x1c858808072e36a9886198f428b3db9cc77dea4a9befbefad2e41d7fdef48205;10
UpdateBootyBaseEvent(address,address);\xcb2bddee577e0cdf76bd40ac8f61b338b3f95e0f19a2a1a73b61e9977a79ec2c;10
ReceiveApprovalEvent(address,address);\xa50b8dc0af675484ab09e9763bccc4f4cbb321b3786ab2887673f7e17b98384b;10
LogIncomeAllocation(address,uint256);\x81f8b722c1eae1a82c33a2bf6d0fd9e9f3430942a2600e98ab1c35818cf8940e;10
LogNewOwner(address);\x2c01bb1c7bf9abb56e25ed02c6383c02a0e2c55ebe8745734cc6f849c00b31e4;10
onTokenPurchase(address,uint256,uint256,uint256,uint256);\xdab8e4b48a2786a8cf2824525000c609475a787fdec377949a4b2ad2cf2be394;10
onReinvestment(address,uint256);\x5d511c2070e5a2dbcc6fbfbb3fd6704a11ab5fa74b793b81aacece2c7cc29405;10
Join(address);\x0764c80c4165f118547b301a0b4b91eac21bd2f2d9b61d0ac723ff0aab27bb79;10
NewPet(uint256,uint256,uint256,uint256,uint256,uint256,uint256);\x825cf2439eaf73dfac2c09fd8f2d837fad3d41ae9997922036b523f11e6c1226;10
ChangePet(uint256,uint256,uint256,uint256);\x2c2e9072543dfe5f0b03fabc22ced8ddd4e6f976a64f2f4726c4ea72cf8d31c0;10
NewItem(uint256,uint256,uint256,uint256,uint256);\x2f770e091da1eb4be223d793b34fcd1b5cbff2f4c74ad7f2d7d55c1eceda488d;10
SetDepot(uint256,uint256);\x25e5d03ea9004bbd99c954a40cefdb9a23e87966152ac725e8c44386f6e11798;10
SetConfiguration(uint256,uint256,uint256,uint256,uint256,uint256);\xdd7612d23bf1ba260c41948384c8a672815d6e6f03705f4ccb8db39d01bb49d0;10
SetDistribution(uint256,uint256,uint256,uint256);\x19b0c2b62f3fec0fb2a4ad13aa46c5627e326ae04dd8fba61a5b905cd53f7eb7;10
SetCooldownTime(uint256);\xf1f62fb53f063eeed657f6ed8c238c2e61ef9547b206dac91c836599fb8f7a33;10
SetNameAndSymbol(string,string);\xd150542982eaa18f20ceb10f524c418899e6a331a81ee4a70daa921f976fab3b;10
SetDeveloper(address);\x8aaf3a0823afdd08e2480f3fac4af353fad0c1e1aeffae73284c2295e441fc93;10
SetCommittee(address);\x22a3400c609e52ea781540daed872a0ff7b79a428f634be082c24c2faf068463;10
NewAltarRecord(uint256,uint256);\x3d823e1b0137c31466d0d26831c5b359c4eab1d1237ead4a8ff564264d9a2c53;10
ChickenToAltar(address,uint256,uint256);\x249d3c255987361d5d69f32914f89ba3b6617f290ed9e435126a39a7cff6d996;10
EthereumFromAltar(address,uint256,uint256);\x1999f960f6c1318254fc32602ac8ba7ebe18123b1bfe4d21cb9b5ac24761aae4;10
Attack(address,address,uint256);\x07fc6d85ef6db5c911f925dd0be5e0b6139a4d732479327729330fcf4ab15e2d;10
UpgradePet(address,uint256,uint256);\x16ab5780b3810d9cdc9a1ed37ce0fa7ea98e877c6f8a257fb37b16833bcba471;10
UpgradeDepot(address,uint256);\x088f18ecb97af8211f9549cddf9227ee53f8fda22b969dab5621461c80fc7d50;10
BuyItem(address,address,uint256,uint256);\xc6d7a5e59f38ae48e0f1577ce4627ba9b270bfd4c2c0c7be609c429421bc3d68;10
BuyStore(address,address,uint256);\x0f24f9f79a489f214543721c774ce6b52901934b07e7da8c77642f1866f0e841;10
UpgradeHunter(address,string,uint256);\x9a18b08f786ded2f49322290bcefb5a9ad611fae6a3c2cdf63c46a8a4573bf17;10
RedeemShares(address,uint256,uint256);\xef7fb21fed1701a6c82b78d78bad1ddab67e41025c2d5078a1be2a3a238b4e62;10
StakeEvent(address,uint256,uint256,uint256);\x622b0b297bd118c5266c715c5635eeeef788c83a63bd3c707fb9f50b19aff18d;10
RedeemEvent(address,uint256,uint256,uint256,uint256);\xd2650fe53ed3f2b2748930f19c91bb23524536efc659be088ef7ababba66738a;10
FeeCalculated(uint256,uint256,uint256,uint256,uint256);\x69361fe26cc838b9bed2d497e0d10881912387b276c7f1cfd62d3bcbd5d585e0;10
StakingInterval(uint256,uint256);\x5a68dce2063a52f4b812a07c4269bb7fc25fc225acac5a561b4d5ec9879a5317;10
NewUsername(address,string);\x1baf823fe862656b4bf0b5b9ce919ed86d595c8429b1153e99a9f52d7386062e;10
SoftcapReached(address,uint256);\xfaf880ad4870628b0a066d6d48579df675e846a2706e854ed72bcb1e44a78678;10
LogNewOraclizeQuery(string,bytes32);\xd236fd58fd44deb7eda9b265c67a35dbe57eb585b61cd9b657cda55ce2dd7484;10
LogNewRandomNumber(string,bytes32);\xc1cf66f8e2913cd4e833fa42c3c251c439010ba3a45faa3a62a7e1fb5b179e6c;10
LogSendBonus(uint256,bytes32,uint256,uint256,uint256,uint256,address,uint256,uint256,uint256);\x3d3cd7dff00b87490117f2b256d2633f9390b97b38b7e777bf31835ddd5c4d02;10
OrderPlaced(address,address,uint256,uint256);\x2470206de0d597332cec41e79165bf24fb8e706aca788e7c1aea6ebc5abb2d38;10
Sale(address,address,uint256,uint256);\x681ddc67ea8796d2489979f5fc2ea2eb0f2d44ff3f11f061a191928a1f3d9a06;10
OrderRemoved(address,address,uint256,uint256);\x2ad9f28701ed86594a018e3331c1aa8fb3a1a39b7a6ef782eda2fc652bcb728f;10
Create(uint256,string);\xbba37318c149b1db7d49c422b47f2a61ba899714cb9c7377168ec21d7edfaae1;10
Vote(uint256,address,bool);\xcfa82ef0390c8f3e57ebe6c0665352a383667e792af012d350d9786ee5173d26;10
Print(address,uint256);\x034ed7be7503b9c6ba69e7d1819e606ad964629fb649c42599ac2a59187c0d96;10
ChangeBalance(address,uint256,address,uint256,uint256);\x1c3d4f2063c5bf86594d04ab100bbcd81a333faccfeadd1224ee10b1bb164d74;10
BuyTicket(address);\x4b83618135e55b0c4ac28ec8f2bfb79253ebc684f4cd2dc84b52799f9ba116e1;10
BetFromTransaction(address,uint256);\x9ce682bdd34337b043fe7fa9d9f834bf263d9067978854dc0d8f8d48ef011c32;10
CollectFromTransaction(address,uint256);\x3a4bece263f4fdfe40937375003460c05684054648848a67b3f0ebd8b1f5a2d7;10
BetClosedNoWinningTeam(address,uint256);\xb667486dab4cc460c6d9325d44bc35d535445713c8e9b3fd5146327c99e974a4;10
BetOnATeam(address,uint256,uint256);\xf370031e77ed8c2ad60b5e5933e1b824dcbbc87c87b442f675c5d5fdba566d80;10
LogAddedToWhitelist(address);\xd824f5e4ab5a8ed29c8abf265102c44a8a18e1ccf3279b48f231a572bd183c72;10
LogTokenRateUpdated(uint256);\xa8167a494fd63659986a35402ba134163c3e8c8f7a0ce1358588e3797419154c;10
LogSaleClosed();\xb6eafcae528942c33b3294eacf17907d3f993a5fd90f492627168071d97905d4;10
ProxyOwnerChanged(address);\xe543d3a077035cec99b732bad2c4cf1c0fdee02ddf561ae543106ccc31cf35a3;10
FeePaid(address,address,uint256);\xbf6afbaffb3b955bebbf43430bbf8eecb8d34ff86f293f592203ab5ed79c5268;10
VoidAccount(address,address,uint256);\x3b161361a3a9efb3568da9856cf8579bcac254f2ab2aabf8d75039316607b30b;10
Bonus(uint256);\x6356cdacfc6c1d8cfbd9a01ffbec9262788f4a121af53fb91dd55cfad397cae4;10
newuser(address,address);\xcc8eb42577a0dc80ffd70bca5726ec5235258bd7988348dc4c2b7753c3cbc210;10
levelup(address,uint256);\x99404433408426a62a3ebfe9f4d8d3c293b5651f2eb3adb294c4c64357cf5aca;10
AuctionCreated(address,uint256,uint256,uint256,uint256);\xb0c0552f858e630668cc4c58a1b7d1bd302efa77c15d8ec0f1fe725053c59801;10
AuctionSuccessful(address,uint256,uint256,address);\x6c00bb44a64da29b6a73920d50ff280237d277bda3e1f3cdf4e24392e6839efe;10
AuctionCancelled(address,uint256);\x018b64b6242d32aa550e95d78985b938d71af5b3f10827b0683f55da16393048;10
TokenLocked(address,uint256);\xf9626bca62c59d77fa45a204dc096874ee066a5c5e124aa9ce6c438dbdf7387a;10
NextGame(uint256,uint256,uint256,uint256,uint256,uint256,uint256,uint256);\x80518167d3cb899e3d2b3ecca8c34435411d463d5ba5177d305cc95778de3317;10
Start(uint256,address,uint256,uint256,uint256,uint256,uint256,uint256,uint256,uint256,uint256,uint256);\xaf00aafaad51bd92c78f312db73964806a573e77e6433e35fd75a7561644c79f;10
End(uint256,address,uint256,uint256,uint256,uint256,uint256);\xf6d45987ac10f8176d0af714fb3d49ae81474640c89f5085848f22a1eb686de0;10
Buyout(uint256,address,uint256,uint256,uint256,uint256,uint256,uint256,uint256);\xf92d314bb0e9147818935f713961359855eff1f9e5e09e95e81e2471bca198fb;10
